SubCategoryID,GroupName,SubGroup,ItemName,ItemDescription,ItemCode,Manufacturer_ID,Manufacturer,Expirable,MinLevel,MaxLevel,ReorderLevel,ReorderQty,MinUnit,MaxUnit,ConversionFactor
,MEDICAL STORE,MEDICINE,HERPERAX-200 TAB,HERPERAX-200 TAB,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HERPEX  CREAM5%,HERPEX  CREAM5%,,,TORRENT PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HHFUDIC CREAM-10GM,HHFUDIC CREAM-10GM,,,H&H PHARAMACEUTICALS PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HHMITE CREAM.30GM,HHMITE CREAM.30GM,,,H&H PHARAMACEUTICALS PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HHMITE SOAP 75 GM,HHMITE SOAP 75 GM,,,H&H PHARAMACEUTICALS PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HHSONE CREAM 10GM,HHSONE CREAM 10GM,,,H&H PHARAMACEUTICALS PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HHZOLE CREAM 10GM,HHZOLE CREAM 10GM,,,H&H PHARAMACEUTICALS PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HIFEN 100 DT,HIFEN 100 DT,,,LYKA HEALTHCARE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HIFEN 100 MG DRY SYR,HIFEN 100 MG DRY SYR,,,LYKA HEALTHCARE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HIFEN 200DT TAB,HIFEN 200DT TAB,,,LYKA HEALTHCARE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HOMIN TAB,HOMIN TAB,,,ICON LIFE SCIENCES,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HOMOCHECK,HOMOCHECK,,,ALKEM LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HOSPIMOL IV 100 ML,HOSPIMOL IV 100 ML,,,ALKEM LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HP KIT,HP KIT,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HUMALOG CARTRIDGE-100 IU/ML,HUMALOG CARTRIDGE-100 IU/ML,,,LILLY PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HUMALOG KWIK PEN,HUMALOG KWIK PEN,,,LILLY PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HUMALOG MIX 25 KWIK PEN,HUMALOG MIX 25 KWIK PEN,,,LILLY PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HUMAN ALBUMIN 25%-50ML,HUMAN ALBUMIN 25%-50ML,,,BAXTER (INDIA) PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HUMAN INSULATARD INJ,HUMAN INSULATARD INJ,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HUMAN MIXTRAD 50 VIAL,HUMAN MIXTRAD 50 VIAL,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HUMINSULIN 30/70 INJ,HUMINSULIN 30/70 INJ,,,LILLY PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HUMOLOG MIX 50 CARTRIDGES,HUMOLOG MIX 50 CARTRIDGES,,,LILLY PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HYOCIMAX PLUS TAB,HYOCIMAX PLUS TAB,,,ZYDUS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,HYOCIMAX SUPPOSITORIES 10 MG,HYOCIMAX SUPPOSITORIES 10 MG,,,ZYDUS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,I.G PAINT 100ML,I.G PAINT 100ML,,,PRS CHEMICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,I-BORIC EYE DROPS,I-BORIC EYE DROPS,,,ENTOD PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,IBUGESIC SYR 100 ML,IBUGESIC SYR 100 ML,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ICE GEL,ICE GEL,,,SANOFI INDIA,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,"ICIKINASE (15,00,000 I.U) INJ","ICIKINASE (15,00,000 I.U) INJ",,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ICORIN INFUSION  100 ML,ICORIN INFUSION  100 ML,,,ives drugs(india)p ltd,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,IMDUR  30MG,IMDUR  30MG,,,ASTRA ZENECA PHARMA IND. LTD.,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,IMICRIT 500 MG INJ,IMICRIT 500 MG INJ,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,INFLAPEN TAB,INFLAPEN TAB,,,GLAXOSMITHKINE,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,IPNEP RESPIRATOR SOLUTION,IPNEP RESPIRATOR SOLUTION,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ISOKIN 300 MG TAB,ISOKIN 300 MG TAB,,,PFIZER LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ISOLAZINE TAB,ISOLAZINE TAB,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ISONORM 10MG,ISONORM 10MG,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ISONORM 20MG,ISONORM 20MG,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ISTAMET 50/500MG,ISTAMET 50/500MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ISTAMET 50/500MG,ISTAMET 50/500MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ISTAVEL 100MG TAB,ISTAVEL 100MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ISTAVEL 50MG TAB,ISTAVEL 50MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,IVABRAD  5 MG TAB,IVABRAD  5 MG TAB,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,IVEPRED 125 INJ,IVEPRED 125 INJ,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,IVEPRED 40MG INJ,IVEPRED 40MG INJ,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,IVERMECTOL-12MG,IVERMECTOL-12MG,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,IXAROLA 15 MG TAB,IXAROLA 15 MG TAB,,,ZYDUS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,IXAROLA 20 MG TAB,IXAROLA 20 MG TAB,,,ZYDUS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,JUNIOR LANZOL TAB,JUNIOR LANZOL TAB,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,JUST IN INJ 3ML,JUST IN INJ 3ML,,,NEON LABORATORIES,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,JUST IN SUPP,JUST IN SUPP,,,NEON LABORATORIES,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,K -CIT SYRUP,K -CIT SYRUP,,,DR.REDDYS LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KARVAL   PLUS,KARVAL   PLUS,,,INDOCO REMEDIES,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,K-BIND POWDER,K-BIND POWDER,,,ZYDUS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KELAC INJ 1 ML,KELAC INJ 1 ML,,,INTAS PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KENADION TAB,KENADION TAB,,,SAMRATH PHARMA LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KENOCORT 0.1 % PASTE,KENOCORT 0.1 % PASTE,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KETAMIN 50 MG INJ,KETAMIN 50 MG INJ,,,THEMIS PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KETOADD TAB,KETOADD TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KETOROL   10MG,KETOROL   10MG,,,DR.REDDYS LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KETOROL DT TAB,KETOROL DT TAB,,,DR.REDDYS LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KIDRICH -D3 DROPS 15ML,KIDRICH -D3 DROPS 15ML,,,DR.REDDYS LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KINETIX TAB,KINETIX TAB,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KOJIVIT 15GM GEL,KOJIVIT 15GM GEL,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KOMBIGLYZE XR 5MG/500 TAB,KOMBIGLYZE XR 5MG/500 TAB,,,ASTRA ZENECA PHARMA IND. LTD.,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KORANDIL 5MG,KORANDIL 5MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KRATOL-100ML IV,KRATOL-100ML IV,,,molekule pvt lid,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,K-STALL 15 GM SACHET,K-STALL 15 GM SACHET,,,AUXILLARE HEALTHCARE PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,K-STALL 15 GM SACHET,K-STALL 15 GM SACHET,,,AUXILLARE HEALTHCARE PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KZ CREAM -*30GM,KZ CREAM -*30GM,,,H&H PHARAMACEUTICALS PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KZ LOTION 50ML,KZ LOTION 50ML,,,H&H PHARAMACEUTICALS PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,KZ SOAP 75GM,KZ SOAP 75GM,,,H&H PHARAMACEUTICALS PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,L - CIN 750 MG TAB,L - CIN 750 MG TAB,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,L CIN 250MG TAB,L CIN 250MG TAB,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LACTARE,LACTARE,,,TTK HEALTHCARE LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LANTUS 100 UI/ML INJ(FOR 1CC),LANTUS 100 UI/ML INJ(FOR 1CC),,,SANOFI INDIA,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LARIAGO,LARIAGO,,,IPCA LABORATORIES,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LARIAGO - DS TAB,LARIAGO - DS TAB,,,IPCA LABORATORIES,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LARPOSE   2MG,LARPOSE   2MG,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LARPOSE 1MG,LARPOSE 1MG,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LASILACTONE   50MG,LASILACTONE   50MG,,,AVENTIS PHARMA LIMIUTED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LASIX,LASIX,,,AVENTIS PHARMA LIMIUTED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEEKUF SF SYR 100 ML,LEEKUF SF SYR 100 ML,,,leeford,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LETZMOVE TAB,LETZMOVE TAB,,,NOVARTIS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEUCOPAR 50MG  INJ,LEUCOPAR 50MG  INJ,,,PDPL PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEUCOVERIN INJ 50MG 5ML,LEUCOVERIN INJ 50MG 5ML,,,DABUR,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEVAZEO 25 TAB,LEVAZEO 25 TAB,,,TORRENT PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEVEMIR FLEXPEN 3 ML ( 100U/ML ),LEVEMIR FLEXPEN 3 ML ( 100U/ML ),,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEVENUE 250 MG TAB,LEVENUE 250 MG TAB,,,ALKEM LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEVENUE 500 MG TAB,LEVENUE 500 MG TAB,,,ALKEM LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEVENUE INJ,LEVENUE INJ,,,ALKEM LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEVOCET,LEVOCET,,,LYKA HEALTHCARE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEVOFLOX  I.V 100 ML,LEVOFLOX  I.V 100 ML,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEVOKAST KID TAB,LEVOKAST KID TAB,,,TTK HEALTHCARE LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEVOKAST TAB,LEVOKAST TAB,,,TTK HEALTHCARE LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEVOLIN   RESPULES  1.25MG,LEVOLIN   RESPULES  1.25MG,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEVOLIN INHALER,LEVOLIN INHALER,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LEVOQUIN-500 TAB,LEVOQUIN-500 TAB,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LIBRAX TAB,LIBRAX TAB,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LIBRIUM    10MG,LIBRIUM    10MG,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LIBRIUM 25MG,LIBRIUM 25MG,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LIMCEE-500 MG TAB,LIMCEE-500 MG TAB,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LINOPLUS TAB 600MG,LINOPLUS TAB 600MG,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LIQUID PARAFFIN 100ML,LIQUID PARAFFIN 100ML,,,PRS CHEMICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LIV 52,LIV 52,,,HIMALAYA HERBAL HEALTHCARE,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LIV 52 DS,LIV 52 DS,,,HIMALAYA HERBAL HEALTHCARE,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LIVOGEN,LIVOGEN,,,MERCK LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LIVOGEN-Z,LIVOGEN-Z,,,MERCK LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LIZOLID 600MG TAB,LIZOLID 600MG TAB,,,GLENMARK PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LOBATE-GM OINTMENT,LOBATE-GM OINTMENT,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LOBET INJ-4ML,LOBET INJ-4ML,,,SAMRATH PHARMA LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LOBET TAB 100MG,LOBET TAB 100MG,,,SAMRATH PHARMA LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LOBUN CAPS,LOBUN CAPS,,,sanzyme ( p ) ltd,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LOFH 25OOO I.U/5 ML,LOFH 25OOO I.U/5 ML,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LOFH 5000 INJ (5ML),LOFH 5000 INJ (5ML),,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LOMOH - 40 INJ,LOMOH - 40 INJ,,,EMCURE PHARMACEUTICALS LTD.,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LOMOH -60 INJ,LOMOH -60 INJ,,,EMCURE PHARMACEUTICALS LTD.,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LONAZEP .5MG,LONAZEP .5MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LONAZEP 0.25MG TAB,LONAZEP 0.25MG TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LONITAB 5 MG TAB,LONITAB 5 MG TAB,,,INTAS PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LOOZ EMEMA 250 ML(INTAS),LOOZ EMEMA 250 ML(INTAS),,,INTAS PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LOOZ ENEMA 275ML,LOOZ ENEMA 275ML,,,INTAS PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LOPAMIDE TAB,LOPAMIDE TAB,,,TORRENT PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LORFAST   MEL TAB,LORFAST   MEL TAB,,,CADILA HEALTHCARE,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LOZEP INJ,LOZEP INJ,,,PSYCHOTROPICS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LUBREX EYE DROPS 10ML,LUBREX EYE DROPS 10ML,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LUPIHALER,LUPIHALER,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,LUPITUSS ORAL SUSPENSION 100 ML,LUPITUSS ORAL SUSPENSION 100 ML,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MAKNIL GLYCERIN MAGSULPH 15G,MAKNIL GLYCERIN MAGSULPH 15G,,,PRS CHEMICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MAXIZONE S INJ 1.5 VIAL,MAXIZONE S INJ 1.5 VIAL,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MEBEX,MEBEX,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MECABALIN 500 MCG INJ,MECABALIN 500 MCG INJ,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MECGLA CAPS,MECGLA CAPS,,,NOUVEAU MEDICAMENT,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MEFTAL SPAS,MEFTAL SPAS,,,BLUE CROSS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MENOBAL TAB,MENOBAL TAB,,,adaltis italia,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MENOREG SYR 300ML,MENOREG SYR 300ML,,,MACLEODS,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOSABLE,MEROCEL NASAL PACKING 8CM,MEROCEL NASAL PACKING 8CM,,,medtronic,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MESACOL,MESACOL,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,META PRO XL 25MG TAB,META PRO XL 25MG TAB,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,METHERGIN TAB,METHERGIN TAB,,,NOVARTIS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,METHIMEZ 10MG,METHIMEZ 10MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,METHIMEZ 5MG,METHIMEZ 5MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,METHYCAL TAB,METHYCAL TAB,,,INDOCO REMEDIES,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,METHYCOBAL TAB,METHYCOBAL TAB,,,WOCKHARDT LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,METOLAR XR-25,METOLAR XR-25,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,METRIS IV 100ML,METRIS IV 100ML,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,METROGYL  200MG TAB,METROGYL  200MG TAB,,,J.B CHEMICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,METROGYL 400MG  TAB,METROGYL 400MG  TAB,,,J.B CHEMICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,METROGYL DG GEL,METROGYL DG GEL,,,J.B CHEMICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,METROGYL DG GEL,METROGYL DG GEL,,,J.B CHEMICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,METROGYL PLUS GEL,METROGYL PLUS GEL,,,J.B CHEMICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,METROGYL PLUS GEL,METROGYL PLUS GEL,,,J.B CHEMICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MICROCID 25MG,MICROCID 25MG,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MICROCID SR CAPS,MICROCID SR CAPS,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MICROSPAN -40 (500ML)INJ,MICROSPAN -40 (500ML)INJ,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MIFEPRIN KIT,MIFEPRIN KIT,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MINIPRESS XL 2.5MG,MINIPRESS XL 2.5MG,,,PFIZER LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MINIPRESS XL 5MG,MINIPRESS XL 5MG,,,PFIZER LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MINIRIN NASAL SPRAY ( 2.5  ML ),MINIRIN NASAL SPRAY ( 2.5  ML ),,,FERRING  PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MISOPROST 25MCG TAB,MISOPROST 25MCG TAB,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MITOTAX 30 MG INJ,MITOTAX 30 MG INJ,,,DR.REDDYS LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MIXTARD 30 FLEXPEN,MIXTARD 30 FLEXPEN,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MIXTARD 30 HM PENFIL CARTRIDGE,MIXTARD 30 HM PENFIL CARTRIDGE,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MIXTARD 50 HM PENFIL,MIXTARD 50 HM PENFIL,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,M-NERVE PLUS CAPS,M-NERVE PLUS CAPS,,,DR.MONI PHARMA,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MODALERT 100MG,MODALERT 100MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MOISOL EYE DROPS,MOISOL EYE DROPS,,,FDC LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MOISOL Z EYE DROPS 5ML,MOISOL Z EYE DROPS 5ML,,,FDC LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MONOCEF 250 MG INJ,MONOCEF 250 MG INJ,,,ARISTO PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MONOCEF 500 MG INJ,MONOCEF 500 MG INJ,,,ARISTO PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MONORIN 150 MG TAB,MONORIN 150 MG TAB,,,ALEMBIC LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MONOTOD 400MG,MONOTOD 400MG,,,GRAY ANON FORMULATIONS (P) LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MONOTRATE 10MG,MONOTRATE 10MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MONTAIR  PLUS  TAB,MONTAIR  PLUS  TAB,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MONTAIR LC TAB,MONTAIR LC TAB,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MOTILIUM-M,MOTILIUM-M,,,JANSSEN,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MOX  500MG CAP,MOX  500MG CAP,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MOX 125MG REDIMIX,MOX 125MG REDIMIX,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MOX REDIMIX - 250MG SUSPENSION,MOX REDIMIX - 250MG SUSPENSION,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,MOXCLAV DS 457 MG SUS 30 ML,MOXCLAV DS 457 MG SUS 30 ML,,,RANBAXY,,,,,,NOS,NOS,1
