SubGroup,ItemName,ItemCode,RateList
NEURO-SURGERY,Anterior Cervical Dissectomy,933,19090
NEURO-SURGERY,Brachial Plexus Exploration and neurotization,934,17854
NEURO-SURGERY,Median Nerve Decompression,935,16100
NEURO-SURGERY,Peripheral Nerve Surgery ? Major,936,19838
NEURO-SURGERY,Peripheral Nerve Surgery Minor,937,9522
NEURO-SURGERY,Ventriculo-Atrial Shunt,938,13357
NEURO-SURGERY,Nerve Biopsy,939,7935
NEURO-SURGERY,Brain Biopsy,940,6679
NEURO-SURGERY,Anterior Cervical Spine Surgery with fusion,941,37030
NEURO-SURGERY,Anterio Lateral Decompression of spine,942,33063
NEURO-SURGERY,Brain Mapping,943,963
NEURO-SURGERY,Cervical or Dorsal or Lumbar Laminectomy,944,26450
NEURO-SURGERY,Combined Trans-oral Surgery & CV Junction Fusion,945,39675
NEURO-SURGERY,C.V. Junction Fusion procedures,946,34500
NEURO-SURGERY,Depressed Fracture Elevation,947,28750
NEURO-SURGERY,Lumbar Discectomy,948,31740
NEURO-SURGERY,Endarterectomy (Carotid),949,23000
NEURO-SURGERY,R.F. Lesion for Trigeminal Neuralgia,950,13225
NEURO-SURGERY,Spasticity Surgery -,951,45626
NEURO-SURGERY,Spinal Fusion Procedure,952,34500
NEURO-SURGERY,Spinal Intra Medullary Tumours,953,39675
NEURO-SURGERY,Spinal Bifida Surgery Major,954,21821
NEURO-SURGERY,Spinal Bifida Surgery Minor,955,17250
NEURO-SURGERY,Stereotaxic Procedures- biopsy/aspiration of cyst,956,26450
NEURO-SURGERY,Trans Sphenoidal Surgery,957,34500
NEURO-SURGERY,Trans Oral Surgery,958,34500
NEURO-SURGERY,Implantation of DBS -One electrode,959,39675
NEURO-SURGERY,Implantation of DBS -two electrodes,960,46288
NEURO-SURGERY,Endoscopic aqueductoplasty,961,17250
NEURO-SURGERY,Facial nerve reconstruction,962,34500
NEURO-SURGERY,Carotid stenting,963,48602
NEURO-SURGERY,Cervical disc arthroplasty,964,31740
NEURO-SURGERY,Lumbar disc arthroplasty,965,15870
NEURO-SURGERY,Corpus callostomy for Epilepsy,966,40250
NEURO-SURGERY,Hemishpherotomy for Epilepsy,967,37030
NEURO-SURGERY,Endoscopic CSF rhinorrhea repair,968,34500
NEURO-SURGERY,Burr hole evacuation of chronic subdural haematoma,969,27773
NEURO-SURGERY,Epilepsy surgery,970,41659
NEURO-SURGERY,RF lesion for facet joint pain syndrome,971,19838
NEURO-SURGERY,Cervical laminoplasty,972,36800
NEURO-SURGERY,Lateral mass C1-C2 screw fixation,973,26450
NEURO-SURGERY,Microsurgical decompression for Trigeminal nerve,974,43700
NEURO-SURGERY,Microsurgical decompression for hemifacial spasm,975,5343
NEURO-SURGERY,IC EC bypass procedures,976,36800
NEURO-SURGERY,Image guided craniotomy,977,33327
NEURO-SURGERY,Baclofen pump implantation,978,44850
NEURO-SURGERY,Programmable VP shunt,979,28750
NEURO-SURGERY,Endoscopic sympathectomy,980,19673
NEURO-SURGERY,Lumber puncture,981,238
NEURO-SURGERY,External ventricular drainage (EVD),982,5290
NEURO-SURGERY,Endoscopic 3rd ventriculostomy,983,46000
NEURO-SURGERY,Endoscopic cranial surgery/Biopsy/aspiration,984,36266
NEURO-SURGERY,"Endoscopic discectomy (Lumbar, Cervical)",985,40964
NEURO-SURGERY,Aneurysm coiling (Endovascular),986,39560
NEURO-SURGERY,Surgery for skull fractures,987,46000
NEURO-SURGERY,Carpel Tunnel decompression,988,17250
NEURO-SURGERY,Clipping of intracranial aneurysm,989,27773
NEURO-SURGERY,Surgery for intracranial Arteriovenous malformarions(AVM),990,46000
NEURO-SURGERY,Foramen magnum decompression for Chari Malformation,991,1265
NEURO-SURGERY,"Dorsal column stimulation for backache in failed back
syndrome",992,33063
NEURO-SURGERY,Surgery for recurrent disc prolapse/epidural fibrosis,993,37030
NEURO-SURGERY,Surgery for brain stem tumours,994,50586
NEURO-SURGERY,"Decompressive craniotomy for hemishpherical acute
subdural haematoma/brain swelling/large infarct",995,46000
NEURO-SURGERY,Intra-arterial thrombolysis with TPA (for ischemic stroke ),996,5290
NEURO-SURGERY,Steriotactic aspiration of intracerebral haematoma,997,37427
NEURO-SURGERY,Endoscopic aspiration of intracerebellar haematoma,998,46000
NEURO-SURGERY,"Steriotactic Radiosurgery for brain pathology(X
knife/Gamma ) - ONE session",999,31694
NEURO-SURGERY,"Steriotactic Radiosurgery for brain pathology(X knife /
Gamma knife -Two or more sessions",1000,66125
NEURO-SURGERY,Chemotheraphy wafers for malignant brain tumors,1001,16618
NEURO-SURGERY,Battery Placement for DBS,1002,25300
NEURO-SURGERY,Baclofen pump implantation for spasticity,1003,19930
NEURO-SURGERY,Peripheral Nerve tumor surgery,1004,27600
NEURO-SURGERY,Surgery Intra Cranial Meningioma,1005,23000
NEURO-SURGERY,Surgery for Intracranial Schwannoma,1006,40250
NEURO-SURGERY,Surgery for Gliomas,1007,51750
NEURO-SURGERY,Surgery for Orbital tumors,1008,46000
NEURO-SURGERY,Surgery for Cranial (Skull) tumors,1009,44275
NEURO-SURGERY,Surgery for Scalp AVMs,1010,28750
NEURO-SURGERY,Kyphoplasty,1011,46000
NEURO-SURGERY,Balloon Kyphoplasty,1012,46000
NEURO-SURGERY,"Lesioning procedures for Parkinsons disease, Dystonia etc.",1013,40250
 PAEDIATRIC SURGERY,Excision of thyroglossal Duct/Cyst,1016,18400
 PAEDIATRIC SURGERY,"Diaphragmatic Hernia Repair (Thoracic or Abdominal
Approach)",1017,19838
 PAEDIATRIC SURGERY,Tracheo Oesophageal Fistula (Correction Surgery),1018,26450
 PAEDIATRIC SURGERY,Colon Replacement of Oesophagus,1019,26450
 PAEDIATRIC SURGERY,Omphalo Mesenteric Cyst Excision,1020,19838
 PAEDIATRIC SURGERY,Omphalo Mesenteric Duct- Excision,1021,17854
 PAEDIATRIC SURGERY,Meckels Diverticulectomy,1022,3849
 PAEDIATRIC SURGERY,Omphalocele 1st Stage (Hernia Repair),1023,17854
 PAEDIATRIC SURGERY,Omphalocele 2nd Stge (Hernia Repair),1024,19838
 PAEDIATRIC SURGERY,Gastrochisis Repair,1025,18515
 PAEDIATRIC SURGERY,Inguinal Herniotomy,1026,14442
 PAEDIATRIC SURGERY,Congenital Hydrocele,1027,13800
 PAEDIATRIC SURGERY,Hydrocele of Cord,1028,13800
 PAEDIATRIC SURGERY,Torsion Testis Operation,1029,17250
 PAEDIATRIC SURGERY,Congenital Pyloric Stenosis- operation,1030,16029
 PAEDIATRIC SURGERY,Duodenal- Atresia Operation,1031,16100
 PAEDIATRIC SURGERY,Pancreatic Ring Operation,1032,25789
 PAEDIATRIC SURGERY,Meconium Ileus Operation,1033,16675
 PAEDIATRIC SURGERY,Malrotation of Intestines Operation,1034,14950
 PAEDIATRIC SURGERY,Rectal Biopsy (Megacolon),1035,11196
 PAEDIATRIC SURGERY,Colostomy Transverse,1036,17250
 PAEDIATRIC SURGERY,Colostomy Left Iliac,1037,17250
 PAEDIATRIC SURGERY,Abdominal Perineal Pull Through (Hirschaprugis Disease),1038,21850
 PAEDIATRIC SURGERY,Imperforate Anus Low Anomaly -Cut Back Operation,1039,11770
 PAEDIATRIC SURGERY,Imperforate Anus Low Anomaly - Perineal Anoplasty,1040,13800
 PAEDIATRIC SURGERY,"Imperforate Anus High Anomaly -Sacroabdomino Perineal
Pull Through",1041,14375
 PAEDIATRIC SURGERY,Imperforate Anus High Anomaly - Closure of Colostomy,1042,9919
 PAEDIATRIC SURGERY,Intususception Operation,1043,23805
 PAEDIATRIC SURGERY,"Choledochoduodenostomy for Atresia of Extra Hepatic
Billiary Duct",1044,17250
 PAEDIATRIC SURGERY,Operation of Choledochal Cyst,1045,18400
 PAEDIATRIC SURGERY,Nephrectomy for -Pyonephrosis,1046,19550
 PAEDIATRIC SURGERY,Nephrectomy for - Hydronephrosis,1047,17250
 PAEDIATRIC SURGERY,Nephrectomy for -Wilms Tumour,1048,17250
 PAEDIATRIC SURGERY,"Paraortic Lymphadenoctomy with Nephrectomy for Wilms
Tumour",1049,23000
 PAEDIATRIC SURGERY,Sacro-Coccygeal Teratoma Excision,1050,16100
 PAEDIATRIC SURGERY,Neuroblastoma Debulking,1051,18400
 PAEDIATRIC SURGERY,Neuroblastoma Total Excision,1052,23805
 PAEDIATRIC SURGERY,Rhabdomyosarcoma wide Excision,1053,17250
 PAEDIATRIC SURGERY,Congenital Atresia & Stenosis of Small Intestine,1054,21850
 PAEDIATRIC SURGERY,Muconium ileus,1055,18400
 PAEDIATRIC SURGERY,Mal-rotation & Volvulus of the Midgut,1056,17250
 PAEDIATRIC SURGERY,Excision of Meckle?s Deverticulum,1057,13800
 BURNS AND PLASTIC SURGERY,Primary Suturing of Wound,1060,345
 BURNS AND PLASTIC SURGERY,Injection of Keloids - Ganglion,1061,1264
 BURNS AND PLASTIC SURGERY,Injection of Keloids - Haemangioma,1062,1323
 BURNS AND PLASTIC SURGERY,Free Grafts - Wolfe Grafts,1063,1984
 BURNS AND PLASTIC SURGERY,Free Grafts - Theirech- Small Area 5%,1064,8596
 BURNS AND PLASTIC SURGERY,Free Grafts - Large Area 10%,1065,9200
 BURNS AND PLASTIC SURGERY,Free Grafts - Very Large Area 20% and above.,1066,11903
 BURNS AND PLASTIC SURGERY,Skin Flaps - Rotation Flaps,1067,10316
 BURNS AND PLASTIC SURGERY,Skin Flaps - Advancement Flaps,1068,14375
 BURNS AND PLASTIC SURGERY,Skin Flaps - Direct- cross Leg Flaps- Cross Arm Flap,1069,14375
 BURNS AND PLASTIC SURGERY,Skin Flaps - Cross Finger,1070,14375
 BURNS AND PLASTIC SURGERY,Skin Flaps - Abdominal,1071,11000
 BURNS AND PLASTIC SURGERY,Skin Flaps - Thoracic,1072,11000
 BURNS AND PLASTIC SURGERY,Skin Flaps - Arm Etc.,1073,12650
 BURNS AND PLASTIC SURGERY,Subcutaneous Pedicle Flaps Raising,1074,7935
 BURNS AND PLASTIC SURGERY,Subcutaneous Pedicle Flaps Delay,1075,7000
 BURNS AND PLASTIC SURGERY,Subcutaneous Pedicle Flaps Transfer,1076,7000
 BURNS AND PLASTIC SURGERY,Cartilage Grafting,1077,9919
 BURNS AND PLASTIC SURGERY,Reduction of Facial Fractures of Nose,1078,1587
 BURNS AND PLASTIC SURGERY,Reduction of Facial Fractures of Maxilla,1079,9200
 BURNS AND PLASTIC SURGERY,"Reduction of Fractures of Mandible & Maxilla - Eye Let
Splinting",1080,8596
 BURNS AND PLASTIC SURGERY,"Reduction of Fractures of Mandible & Maxilla - Cast Netal
Splints",1081,7935
 BURNS AND PLASTIC SURGERY,"Reduction of Fractures of Mandible & Maxilla - Gumming
Splints",1082,8625
 BURNS AND PLASTIC SURGERY,Internal Wire Fixation of Mandible & Maxilla,1083,13225
 BURNS AND PLASTIC SURGERY,Cleft Lip - repair.,1084,13225
 BURNS AND PLASTIC SURGERY,Cleft Palate Repair,1085,14548
 BURNS AND PLASTIC SURGERY,Primary Bone Grafting for alveolar cleft in Cleft Lip,1086,13225
 BURNS AND PLASTIC SURGERY,Secondary Surgery for Cleft Lip Deformity,1087,11500
 BURNS AND PLASTIC SURGERY,Secondary Surgery for Cleft Palate,1088,14548
 BURNS AND PLASTIC SURGERY,Reconstruction of Eyelid Defects - Minor,1089,7274
 BURNS AND PLASTIC SURGERY,Reconstruction of Eyelid Defects - Major,1090,9775
 BURNS AND PLASTIC SURGERY,Plastic Surgery of Different Regions of the Ear - Minor,1091,9258
 BURNS AND PLASTIC SURGERY,Plastic Surgery of Different Regions of the Ear - Major,1092,11903
 BURNS AND PLASTIC SURGERY,Plastic Surgery of the Nose - Minor,1093,9258
 BURNS AND PLASTIC SURGERY,Plastic Surgery of the Nose - Major,1094,10925
 BURNS AND PLASTIC SURGERY,"Plastic Surgery for Facial Paralysis (Support with
Reanimation)",1095,18515
 BURNS AND PLASTIC SURGERY,Pendulous Breast - Mammoplasty,1096,14950
 BURNS AND PLASTIC SURGERY,Underdeveloped Breast Mammoplasty,1097,13800
 BURNS AND PLASTIC SURGERY,After Mastectomy (Reconstruction)Mammoplasty,1098,13800
 BURNS AND PLASTIC SURGERY,Syndactyly Repair,1099,15000
 BURNS AND PLASTIC SURGERY,Dermabrasion Face,1100,15209
 BURNS AND PLASTIC SURGERY,upto 30% Burns 1st Dressing,1101,175
 BURNS AND PLASTIC SURGERY,upto 30% Burns Subsequent Dressing,1102,143
 BURNS AND PLASTIC SURGERY,30% to 50% Burns 1st Dressing,1103,222
 BURNS AND PLASTIC SURGERY,30% to 50% Burns Subsequent Dressing,1104,175
 BURNS AND PLASTIC SURGERY,Extensive Burn -above 50% Frist Dressing,1105,317
 BURNS AND PLASTIC SURGERY,Extensive Burn -above 50% Subsequent dressing,1106,222
ORTHOPEDICS,Plaster Work,1107,300
ORTHOPEDICS,Fingers (post slab),1108,298
ORTHOPEDICS,Fingers full plaster,1109,298
ORTHOPEDICS,Colles Fracture - Below elbow,1110,1125
ORTHOPEDICS,Colles Fracture - Full plaster,1111,1143
ORTHOPEDICS,Colles fracture Ant. Or post. slab,1112,460
ORTHOPEDICS,Above elbow full plaster,1113,199
ORTHOPEDICS,Above Knee post-slab,1114,288
ORTHOPEDICS,Below Knee full plaster,1115,199
ORTHOPEDICS,Below Knee post-slab,1116,826
ORTHOPEDICS,Tube Plaster (or plaster cylinder),1117,920
ORTHOPEDICS,Above knee full plaster,1118,1455
ORTHOPEDICS,Above knee full slab,1119,1332
ORTHOPEDICS,Minerva Jacket,1120,2777
ORTHOPEDICS,Plaster Jacket,1121,2513
ORTHOPEDICS,Shoulder spica,1122,2248
ORTHOPEDICS,Single Hip spica,1123,2579
ORTHOPEDICS,Double Hip spica,1124,3174
ORTHOPEDICS,Strapping of Finger,1125,206
ORTHOPEDICS,Strapping of Toes,1126,207
ORTHOPEDICS,Strapping of Wrist,1127,265
ORTHOPEDICS,Strapping of Elbow,1128,301
ORTHOPEDICS,Strapping of Knee,1129,397
ORTHOPEDICS,Strapping of Ankle,1130,397
ORTHOPEDICS,Strapping of Chest,1131,529
ORTHOPEDICS,Strapping of Shoulder,1132,596
ORTHOPEDICS,Figure of 8 bandage,1133,596
ORTHOPEDICS,Collar and cuff sling,1134,300
ORTHOPEDICS,Ball bandage,1135,460
ORTHOPEDICS,Application of P.O.P Casts for Upper & Lower Limbs,1136,728
ORTHOPEDICS,Application of Functiol Cast Brace,1137,1553
ORTHOPEDICS,Application of Skin Traction,1138,794
ORTHOPEDICS,Application of Skeletal Tractions,1139,1091
ORTHOPEDICS,Bandage & Strappings for Fractures,1140,635
ORTHOPEDICS,Aspiration & Intra Articular Injections,1141,661
ORTHOPEDICS,Application of P.O.P Spices & Jackets,1142,2844
ORTHOPEDICS,Close Reduction of Fractures of Limb & P.O.P,1143,2990
ORTHOPEDICS,Reduction of Compound Fractures,1144,3174
ORTHOPEDICS,Open Reduction & Internal Fixation of Fingurs & Toes,1145,5951
ORTHOPEDICS,"Open Reduction offracture of Long Bones of Upper / Lower
Limb -iling & Exterl Fixation",1146,9258
ORTHOPEDICS,"Open Reduction of fracture of Long Bones of Upper / Lower
Limb -AO Procedures",1147,11109
ORTHOPEDICS,Tension Band Wirings,1148,6507
ORTHOPEDICS,Bone Grafting,1149,7591
ORTHOPEDICS,Excision of Bone Tumours,1150,7935
ORTHOPEDICS,Excision or other Operations for Scaphoid Fractures,1151,8266
ORTHOPEDICS,Sequestrectomy & Saucerisation,1152,7935
ORTHOPEDICS,Sequestrectomy & Saucerizations -Arthrotomy,1153,11467
ORTHOPEDICS,Multiple Pinning Fracture Neck Femur,1154,13225
ORTHOPEDICS,Plate Fixations for Fracture Neck Femur,1155,15525
ORTHOPEDICS,A.O.Compression Procedures for Fracture Neck Femur,1156,19044
ORTHOPEDICS,"Open Reduction of Fracture Neck Femur Muscle Pedicle
Graft and Internal Fixations",1157,22425
ORTHOPEDICS,Close Reduction of Dislocations,1158,3650
ORTHOPEDICS,Open Reduction of Dislocations,1159,3955
ORTHOPEDICS,Open Reduction of Fracture Dislocation & Internal Fixation,1160,15525
ORTHOPEDICS,Neurolysis/Nerve repair,1161,15870
ORTHOPEDICS,Nerve Repair with Grafting,1162,19176
ORTHOPEDICS,Tendon with Transplant or Graft,1163,11903
ORTHOPEDICS,Tendon Lengthening/Tendon repair,1164,9258
ORTHOPEDICS,Tendon Transfer,1165,3571
ORTHOPEDICS,Laminectomy Excision Disc and Tumours,1166,5555
ORTHOPEDICS,Spil Ostectomy and Internal Fixations,1167,27773
ORTHOPEDICS,"Anterolateral decompression for tuberculosis/ Costo-
Transversectomy",1168,3968
ORTHOPEDICS,Antereolateral Decompression and Spil Fusion,1169,22253
ORTHOPEDICS,Corrective Ostectomy & Internal Fixation - short bones,1170,15870
ORTHOPEDICS,Corrective Ostectomy & Internal Fixation - long bones,1171,12696
ORTHOPEDICS,Arthrodesis of - Minor Joints,1172,11903
ORTHOPEDICS,Arthrodesis of - Major Joints,1173,11500
ORTHOPEDICS,Soft Tissue Operations for C.T.E.V.,1174,9258
ORTHOPEDICS,Soft Tissue Operations for Polio,1175,7935
ORTHOPEDICS,Hemiarthroplasty- Hip,1176,23000
ORTHOPEDICS,Hemiarthroplasty- Shoulder,1177,23000
ORTHOPEDICS,Operations for Brachial Plexus & Cervical Rib,1178,27773
ORTHOPEDICS,Amputations - Below Knee,1179,7935
ORTHOPEDICS,Amputations - Below Elbow,1180,7869
ORTHOPEDICS,Amputations - Above Knee,1181,9258
ORTHOPEDICS,Amputations - Above Elbow,1182,7869
ORTHOPEDICS,Amputations - Forequarter,1183,15209
ORTHOPEDICS,Amputations -Hind Quarter and Hemipelvectomy,1184,21160
ORTHOPEDICS,Disarticulations - Major joint,1185,23805
ORTHOPEDICS,Disarticulations - Minor joint,1186,14548
ORTHOPEDICS,Arthrography,1187,10580
ORTHOPEDICS,Arthroscopy - Diagnostic,1188,9853
ORTHOPEDICS,Arthroscopy-therapeutic: without implant,1189,11500
ORTHOPEDICS,Arthroscopy-therapeutic: with implant,1190,19838
ORTHOPEDICS,Soft Tissue Operation on JOINTS -SMALL,1191,7935
ORTHOPEDICS,Soft Tissue Operation on JOINTS -LARGE,1192,15525
ORTHOPEDICS,"Myocutaneous and Fasciocutaneous Flap Procedures for
Limbs",1193,21425
ORTHOPEDICS,Removal of Wires & Screw,1194,2024
ORTHOPEDICS,Removal of Plates,1195,4761
ORTHOPEDICS,Total Hip Replacement,1196,90850
ORTHOPEDICS,Total Ankle Joint Replacement,1197,109710
ORTHOPEDICS,Total Knee Joint Replacement,1198,126500
ORTHOPEDICS,Total Shoulder Joint Replacement,1199,90850
ORTHOPEDICS,Total Elbow Joint Replacement,1200,90850
ORTHOPEDICS,Total Wrist Joint Replacement,1201,115000
ORTHOPEDICS,Total finger joint replacement,1202,23000
ORTHOPEDICS,Tubular external fixator,1203,5290
ORTHOPEDICS,Ilizarovs external fixator,1204,8927
ORTHOPEDICS,Pelvi-acetebular fracture -Internal fixation,1205,9919
ORTHOPEDICS,Meniscectomy,1206,13800
ORTHOPEDICS,Meniscus Repair,1207,11500
ORTHOPEDICS,ACL Reconstruction,1208,9775
ORTHOPEDICS,PCL Reconstruction,1209,15525
ORTHOPEDICS,Knee Collateral Ligament Reconstruction,1210,14375
ORTHOPEDICS,Bencarf Repair Shoulder,1211,15180
ORTHOPEDICS,RC Repair,1212,1725
ORTHOPEDICS,Biceps tenodesis,1213,16100
ORTHOPEDICS,Distal biceps tendon repair,1214,11937
ORTHOPEDICS,Arthrolysis of knee,1215,14375
ORTHOPEDICS,Capsulotomy of Shoulder,1216,18170
ORTHOPEDICS,Conservative Pop,1217,1380
ORTHOPEDICS,Application for CTEV per sitting,1218,1380
ORTHOPEDICS,Total Hip Replacement Revision Stage-I,1219,19550
ORTHOPEDICS,Total Hip Replacement Revision Stage-II,1220,57500
ORTHOPEDICS,Total Knee Replacement Revision Stage-I,1221,40250
ORTHOPEDICS,Total Knee Replacement Revision Stage-II,1222,40250
ORTHOPEDICS,"Illizarov/ external fixation for limb lengthening/ deformity
correction",1223,14375
ORTHOPEDICS,Discectomy/ Micro Discectomy,1224,14375
ORTHOPEDICS,Laminectomy,1225,5343
ORTHOPEDICS,Spinal Fixation Cervical/dorsolumbar/ lumbosacral,1226,18400
ORTHOPEDICS,Fusion Surgery Cervical/ Lumbar Spine upto 2 Level,1227,25300
ORTHOPEDICS,More than 2 Level,1228,13800
ORTHOPEDICS,Scoliosis Surgery/ Deformity Correction of Spine,1229,28750
ORTHOPEDICS,Vertebroplasty,1230,13800
ORTHOPEDICS,Spinal Injections,1231,518
ORTHOPEDICS,DHS for Fracture Neck Femur,1232,17250
ORTHOPEDICS,Proximal Femoral Nail (PFN for IT Fracture),1233,16100
ORTHOPEDICS,Spinal Osteotomy,1234,1649
ORTHOPEDICS,Illizarov?s / External Fixation for Trauma,1235,14950
ORTHOPEDICS,Soft Tissue Operations for Polio/ Cerebral Palsy,1236,12420
ORTHOPEDICS,Mini Fixator for Hand/Foot,1237,10350
PHYSIOTHERAPY,Ultrasonic therapy,1240,90
PHYSIOTHERAPY,S.W. Diathermy,1241,90
PHYSIOTHERAPY,Electrical stimulation (therapeutic),1242,90
PHYSIOTHERAPY,Muscle testing and diagnostic,1243,82
PHYSIOTHERAPY,Infra red,1244,90
PHYSIOTHERAPY,U.V. Therapeutic dose,1245,67
PHYSIOTHERAPY,Intermittent Lumbar Traction,1246,90
PHYSIOTHERAPY,Intermittent Cervical traction,1247,86
PHYSIOTHERAPY,Wax bath,1248,86
PHYSIOTHERAPY,Hot pack,1249,90
PHYSIOTHERAPY,Breathing Exercises & Postural Drainage,1250,58
PHYSIOTHERAPY,Cerebral Palsy ? exercise,1251,58
PHYSIOTHERAPY,Post ? polio exercise,1252,58
RADIOTHERAPY AND CHEMOTHERAPY,Cobalt 60 therapy,1253,75000
RADIOTHERAPY AND CHEMOTHERAPY,Radical therapy,1254,78689
RADIOTHERAPY AND CHEMOTHERAPY,Palliative therapy,1255,28104
RADIOTHERAPY AND CHEMOTHERAPY,Linear accelerator,1256,35000
RADIOTHERAPY AND CHEMOTHERAPY,Radical therapy,1257,67448
RADIOTHERAPY AND CHEMOTHERAPY,Palliative therapy,1258,39345
RADIOTHERAPY AND CHEMOTHERAPY,3 D Planning,1259,5621
RADIOTHERAPY AND CHEMOTHERAPY,2 D Planing,1260,5621
RADIOTHERAPY AND CHEMOTHERAPY,IMRT(Intensity Modulated radiotherapy),1261,116010
RADIOTHERAPY AND CHEMOTHERAPY,SRT (Stereotactic radiotherapy),1262,70145
RADIOTHERAPY AND CHEMOTHERAPY,SRS(Stereotactic radio surgery),1263,92628
RADIOTHERAPY AND CHEMOTHERAPY,IGRT(Image guided radiotherapy),1264,169068
RADIOTHERAPY AND CHEMOTHERAPY,Respiratory Gating-alongwith Linear accelerator planning,1265,126500
RADIOTHERAPY AND CHEMOTHERAPY,Electron beam with Linear accelerator,1266,79380
RADIOTHERAPY AND CHEMOTHERAPY,Tomotherapy,1267,91310
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Upper G.I. Endoscopy + Lower G.I. Endoscopy,1281,1984
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Diagnostic endoscopy,1282,288
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Endoscopic biopsy,1283,397
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Endoscopic mucosal resection,1284,1815
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Oesophageal stricture dilatation,1285,1984
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Balloon dilatation of achalasia cardia,1286,3306
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Foreign body removal,1287,1984
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Oesophageal stenting,1288,3450
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Band ligation of oesophageal varices,1289,2875
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Sclerotherapy of oesophageal varices,1290,2875
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Glue injection of varices,1291,2875
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Argon plasma coagulation,1292,4629
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Pyloric balloon dilatation,1293,2777
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Enteranal stenting,1294,4232
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Duodenal stricture dilation,1295,1139
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Single balloon enterocopy,1296,4600
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Double balloon enteroscopy,1297,4025
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Capsule endoscopy,1298,5693
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Piles banding,1299,1264
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Colonic stricture dilatation,1300,3148
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Hot biopsy forceps procedures,1301,3450
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Colonic stenting,1302,3148
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Junction biopsy,1303,2300
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Conjugal microscopy,1304,4600
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Endoscopic sphincterotomy,1305,2777
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,CBD stone extraction,1306,2777
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,CBD stricture dilatation,1307,7475
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Biliary stenting (plastic and metallic),1308,5555
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Mechanical lithotripsy of CBD stones,1309,9200
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Pancreatic sphincterotomy,1310,7500
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Pancreatic stricture dilatation,1311,6613
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Pancreatic stone extraction,1312,11613
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Mechanical lithotripsy of pancreatic stones,1313,13093
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Endoscopic cysto gastrostomy,1314,9258
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Balloon dilatation of papilla,1315,7935
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Ultrasound guided FNAC,1316,661
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Ultrasound guided abscess Drainage,1317,828
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,PTBD,1318,1323
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Diagnostic angiography,1319,2300
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Vascular embolization,1320,17365
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,TIPS,1321,6210
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,IVC graphy + hepatic veinography,1322,39344
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Muscular stenting,1323,112413
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,BRTO,1324,66125
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Portal haemodymic studies,1325,2250
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Manometry and PH metry,1326,1897
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Oesophageal PH metry,1327,5750
GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,Oesophageal manometry,1328,5750
